ID_PRODUTO;CODIGO;PRODUTO;CUSTO;VENDA;STATUS
5400;7896085075674;70330703629;1,99;3,39;Ativo
406;7042;7042;0,00;0,00;Ativo
408;7084;7084;0,00;0,00;Ativo
409;7087;7087;0,00;0,00;Ativo
410;7088;7088;0,00;0,00;Ativo
414;7111;7111;0,00;0,00;Ativo
415;7118;7118;0,00;0,00;Ativo
416;7119;7119;0,00;0,00;Ativo
417;7121;7121;0,00;0,00;Ativo
419;7139;7139;0,00;0,00;Ativo
423;7159;7159;0,00;0,00;Ativo
424;7162;7162;0,00;0,00;Ativo
426;7171;7171;0,00;0,00;Ativo
427;7173;7173;0,00;0,00;Ativo
428;7174;7174;0,00;0,00;Ativo
429;7191;7191;0,00;0,00;Ativo
433;7202;7202;0,00;0,00;Ativo
434;7205;7205;0,00;0,00;Ativo
435;7206;7206;0,00;0,00;Ativo
437;7215;7215;0,00;0,00;Ativo
438;7217;7217;0,00;0,00;Ativo
440;7225;7225;0,00;0,00;Ativo
442;7229;7229;0,00;0,00;Ativo
444;7234;7234;0,00;0,00;Ativo
445;7235;7235;0,00;0,00;Ativo
446;7237;7237;0,00;0,00;Ativo
447;7247;7247;0,00;0,00;Ativo
448;7252;7252;0,00;0,00;Ativo
449;7260;7260;0,00;0,00;Ativo
450;7263;7263;0,00;0,00;Ativo
454;7274;7274;0,00;0,00;Ativo
456;7292;7292;0,00;0,00;Ativo
458;7305;7305;0,00;0,00;Ativo
461;7314;7314;0,00;0,00;Ativo
464;7321;7321;0,00;0,00;Ativo
465;7322;7322;0,00;0,00;Ativo
466;7323;7323;0,00;0,00;Ativo
467;7324;7324;0,00;0,00;Ativo
469;7326;7326;0,00;0,00;Ativo
471;7334;7334;0,00;0,00;Ativo
473;7338;7338;0,00;0,00;Ativo
474;7339;7339;0,00;0,00;Ativo
475;7343;7343;0,00;0,00;Ativo
1404;7891991002561;741;4,78;6,79;Ativo
604;789793;789793;0,00;0,00;Ativo
12321;7891167099678;88 SARDINHA RALADA EM OLEO 110G;3,69;5,49;Ativo
9845;7898596081014;9845;3,99;4,49;Ativo
460;7308;a;0,00;0,00;Ativo
362;6820;a;0,00;0,00;Ativo
42;40;ABACATE KG;3,33;4,99;Ativo
41;9999901347301;ABACAXI;9,00;12,99;Ativo
4043;7896369614056;ABACAXI CALDA MARIZA 820G;8,01;11,99;Ativo
1768;7896434920174;ABACAXI EM CALDA TRIAG.400G;5,70;7,99;Ativo
348;6370;ABACAXI MADURO;5,99;7,49;Ativo
9421;7500435127233;ABD ALWAYS P SC 16UN;5,80;9,99;Ativo
9422;7500435127257;ABD ALWAYS P SV 16UN;5,80;9,99;Ativo
197;2557;ABOBORA KABOCHAN KG;3,00;5,49;Ativo
29;27;ABOBORA KG;2,00;3,99;Ativo
274;4244;ABOBORA MORANGO KG;3,25;4,49;Ativo
30;28;ABOBRINHA ITALIANA KG;3,33;4,99;Ativo
3182;7899612200334;ABRIDOR DUBEL;2,00;3,99;Ativo
5589;7506339394603;ABS ALWAYS NOITES TRANQ. SV C/8;7,19;10,49;Ativo
2620;7500435127226;ABS ALWAYS SECA C/8UN;3,31;4,99;Ativo
9367;7500435127271;ABS ALWAYS SUAVE 8UN;3,31;4,99;Ativo
10881;7506195129838;ABS ALWAYS SUAVE C ABAS 8un;3,71;5,49;Ativo
3982;7500435190633;ABS ALWAYS SUAVE C/10UN;3,62;5,49;Ativo
2619;7500435127240;ABS ALWAYS SUAVE C/8UN;3,12;4,49;Ativo
2896;7898095297916;ABS COTTON C/ABAS 8UNIDADES;2,40;3,49;Ativo
9718;7896914002116;ABS DIANA C/ABAS SV 16UN;5,50;8,49;Ativo
1221;7896007540259;ABS DIÁRIO INTIMUS C/15UN;3,83;5,99;Ativo
1220;7896007541850;ABS INTERNO INTIMUS C/8UN;6,89;9,99;Ativo
9671;7891010245610;ABS INTERNO O.B SEMPRE LIVRE SUPER 8UN;8,35;11,99;Ativo
3319;7896007542864;ABS INTERNO OB MÉDIO 16/UN;13,20;19,49;Ativo
3321;7896007541867;ABS INTERNO OB MÉDIO 8/UN;7,85;11,99;Ativo
3320;7896007542871;ABS INTERNO OB SUPER 16/UN;13,20;19,49;Ativo
3322;7896007541874;ABS INTERNO OB SUPER 8/UN;6,91;9,99;Ativo
5459;7891010886547;ABS INTERNO OB.MÉDIO 10UNI;7,82;10,99;Ativo
3981;7896007551019;ABS INTIMUS ANTIBACTERIANA C/14UNI;5,66;7,99;Ativo
1395;7896007547654;ABS INTIMUS C/ ABAS LV9 PG8;2,56;3,79;Ativo
3589;7896007541249;ABS INTIMUS C/ABAS SV C/8;3,81;5,49;Ativo
4939;7896007540624;ABS INTIMUS COB.SECA S/ABAS 8UN;3,80;5,49;Ativo
10882;7896007553563;ABs INTIMUS GEL NOTURNO SV C/ ABAS 45UN;18,86;27,99;Ativo
10122;7896064450041;ABS INTIMUS GEL SUAVE C/ABAS C/8;2,18;3,49;Ativo
8352;7896007542857;ABS INTIMUS INTERNO MINI 16UN;13,19;20,49;Ativo
655;7896007547647;ABS INTIMUS L9 P8 COB.SECA;2,59;3,79;Ativo
2616;7896007540662;ABS INTIMUS NOTURNO C/8UN;6,05;8,99;Ativo
3685;7896007542437;ABS INTIMUS NOTURNO CS C/ABAS 8UN;5,28;7,99;Ativo
9063;7896007550883;ABS INTIMUS NOTURNO SV 16UN;9,37;14,99;Ativo
9064;7896007550890;ABS INTIMUS NOTURNO SV 30UN;16,19;23,49;Ativo
8353;7896007550463;ABS INTIMUS PROTETOR ANTI BAC 15UN;4,18;5,99;Ativo
9423;7896007550906;ABS INTIMUS SC 30UN;20,00;23,49;Ativo
3686;7896007540631;ABS INTIMUS SC. C/ABAS 8UN;3,81;5,49;Ativo
4644;7896007540600;ABS INTIMUS SUAVE S/ABAS 8UN;3,11;4,49;Ativo
5648;7896007545094;ABS INTIMUS SV C/16 UN;7,09;10,49;Ativo
10317;7896007551026;ABS INTIMUS SV C/ABAS 28UN;12,26;17,99;Ativo
1396;7896064442565;ABS NATURALMENTE LV8 PG7;1,61;2,99;Ativo
5175;7896064442213;ABS NATURALMENTE MAX NOTURNO C/8;3,56;5,29;Ativo
10444;7896064443029;ABS NATURALMENTE NOT SV C/ABAS 16UN;4,86;7,49;Ativo
6492;7896064443982;ABS NATURALMENTE SEM ABAS SV C/8UN;1,98;2,99;Ativo
10157;7896110007601;ABS PROT DIA SYM C/PERF 15UN;3,75;5,49;Ativo
1397;7891010973483;ABS S. LIVRE C/ ABAS LV8 PG7;2,86;4,49;Ativo
1222;7898095297930;ABS S/A COTTON C/8UN;1,60;1,99;Ativo
5349;7891010793463;ABS SEMPRE LIVRE 16UN;6,32;9,49;Ativo
3687;7891010503024;ABS SEMPRE LIVRE ADAPT SUAVE 8UN;4,00;5,79;Ativo
9633;7891010579616;ABS SEMPRE LIVRE TRI PROTECT 16UN;8,01;11,99;Ativo
12213;7896110012575;ABS SYM C/ABAS SECA NOTURNO 8UN;4,58;6,99;Ativo
7132;7896110003757;ABS SYM NOTURNO C/8;4,36;6,49;Ativo
9026;7896110094625;ABS SYM NOTURNO SUAVE C/ABAS 16UN;7,44;11,49;Ativo
10167;7896110007502;ABS SYM PROT DIARIO 15UN;3,55;5,49;Ativo
10822;7896110007526;ABS SYM PROTETOR C/PERFUME 40UN;7,12;10,99;Ativo
6057;7896110003863;ABS SYM SECO C/ABAS 8 UN;2,56;3,99;Ativo
6058;7896110002248;ABS SYM SUAVE C/ABAS 8 UN;2,56;3,99;Ativo
5649;7896110007700;ABS SYM SV C/8 UN;2,44;3,49;Ativo
10310;7896110002255;ABS SYM SV S/A 8UNI;2,34;3,49;Ativo
9025;7896110008363;ABS SYM.SECA C/ABAS 16UN;5,30;7,99;Ativo
9022;7896110011721;ABS SYM.SECA C/ABAS 30UN;9,68;14,99;Ativo
9024;7896110008042;ABS SYM.SUAVE C/ABAS 16UN;5,30;7,99;Ativo
9023;7896110011714;ABS SYM.SUAVE C/ABAS 30UN;8,45;12,49;Ativo
3380;7896914000266;ABS. DIANA ACTIVE C/8;1,69;2,49;Ativo
2934;7896007547685;ABS. INTIMUS NOTURNO SUAVE P8L9;3,94;5,49;Ativo
8698;7894900337013;ABSOLUT SPRITE 269ML;6,18;9,99;Ativo
8145;7896007545100;ABSORVENTE INTIMUS C/SECA 16UN;7,09;10,49;Ativo
8450;7896007544042;ABSORVENTE INTIMUS C/SUAVE 32UN;11,10;16,99;Ativo
10035;7896007553662;ABSORVENTE INTIMUS GEL NOTURNO SECA COM ABAS 45UN;20,00;27,99;Ativo
8210;7896007544059;ABSORVENTE INTIMUS SC C/32UN;11,39;16,99;Ativo
8585;7896110007595;ABSORVETE SYM PROTETOR DIARIO;3,75;5,49;Ativo
624;7897457620096;AÇAFRÃO BAMBU 50G;0,90;1,79;Ativo
7668;7896067000243;AÇAFRÃO DA TERRA CORDEIRO 20G;1,99;2,99;Ativo
3267;7891095150359;AÇAFRÃO DA TERRA CURCUMA 50G;1,50;2,99;Ativo
9394;7898473365817;ACAI C GUARANA 1.5L;28,80;37,00;Ativo
9395;7898473365831;ACAI C/ MORANGO 1.5L;0,00;35,00;Ativo
10852;7898473365824;ACAI C/BANANA NATURALIS DELICCI 1,5 ML;28,80;37,00;Ativo
5447;745240220749;AÇAI COM LEITINHO 1.02KG;0,00;34,99;Ativo
5445;619205109403;AÇAI COM LEITINHO 200ML;8,25;11,99;Ativo
12371;7898473366586;ACAI MANIA DE VERAO +BANANA 1L;21,00;28,00;Ativo
12370;7898473366579;ACAI MANIA DE VERAO +MORANGO 1L;21,00;28,00;Ativo
12145;7898473366562;ACAI MANIA+GUARANA DE VERAO 1L;20,00;28,00;Ativo
3669;7898662040013;AÇAI PREMIUM BRUNA 1.02KG;24,59;32,99;Ativo
10559;7896519297818;ACAI SPORT C/GUARANA 400G;4,99;9,99;Ativo
5446;619205109410;AÇAI TRADICIONAL 200ML;7,10;9,99;Ativo
9396;7898473365886;ACAI TRUFA DE LEITINHO 1.5L;31,70;42,00;Ativo
89;1597;ACELGA CADA;3,00;4,99;Ativo
526;9013;ACEM BOV C/OSSO KG;19,49;27,99;Ativo
532;7908877013792;ACEM BOVINO KG;28,50;39,99;Ativo
589;9203;ACÉM C/OSSO KG;18,50;29,99;Ativo
12425;7898902162161;ACENDEDOR DE CHURRASQUEIRA 15G;3,00;4,99;Ativo
1912;7896213306076;ACETONA BEIRA ALTA 90ML;2,61;3,99;Ativo
2340;7896090700462;ACETONA C/ HIDRAT. ZULU 90ML;1,99;3,49;Ativo
4646;7896902209114;ACETONA FARMAX 100ML;2,58;3,69;Ativo
4007;7896221806964;ACETONA MARCIA 80ML;2,50;3,75;Ativo
9559;7897744505686;ACETONA ZULU CACTO 90ML;2,34;3,49;Ativo
3064;7896090700301;ACETONA ZULU COM HIDRATANTE 90ML;1,99;3,49;Ativo
8527;7896090700363;ACETONA ZULU ERVA DOCE 90ML;2,08;3,49;Ativo
7168;7891000379691;ACHOC NESCAU 370G;5,99;8,99;Ativo
7038;7891000379592;ACHOC NESCAU LATA 200G;5,49;8,49;Ativo
10134;7898331014413;ACHOC OVOMALTINE CREME CROCANTE 530G;26,37;41,99;Ativo
12273;7896327515791;ACHOC PO APTI 32%CACAU 200g;9,70;14,99;Ativo
4876;7892840819507;ACHOC TODDY ORIGINAL 370G;7,95;11,49;Ativo
1674;7898080640673;ACHOC.EM PÓ ITALAC PCT 400G;5,00;7,99;Ativo
9854;7898236720181;ACHOC.EM PÓ MONOPOL 400G;5,78;8,49;Ativo
9370;7891000426210;ACHOC.NESCAU LV350 PG320G;6,97;10,49;Ativo
10054;7892840814137;ACHOC.PO TODDY 1,02KG SACHE;16,52;24,49;Ativo
9930;7896327512929;ACHOCOLATADO APTI 300G;2,65;3,99;Ativo
7750;7896327515715;ACHOCOLATADO APTI POWER 370G;3,25;4,69;Ativo
2462;7896032580015;ACHOCOLATADO BARRA 400G;2,71;3,89;Ativo
783;7896054908132;ACHOCOLATADO EM PÓ DAJUDA 400G;1,29;1,99;Ativo
8089;7896067003688;ACHOCOLATADO EM PO NOVO CAU 400G;4,19;5,99;Ativo
9835;7896862002930;ACHOCOLATADO FRUTAP 200ML;1,60;2,49;Ativo
2136;7898080640925;ACHOCOLATADO ITALAC 1L;5,10;7,99;Ativo
1661;789808064833;ACHOCOLATADO ITALAC POTE 400G;3,20;4,49;Ativo
9206;7898080641533;ACHOCOLATADO ITALAC Z.LACT 200ML;1,55;2,49;Ativo
7909;7898286200978;ACHOCOLATADO MARATA 400G;4,35;6,29;Ativo
6064;7896072005080;ACHOCOLATADO MUKY 400G;4,53;6,97;Ativo
6243;7891000359839;ACHOCOLATADO NESCAU 180 ML;1,99;2,99;Ativo
2850;7891000081501;ACHOCOLATADO NESCAU 1L;7,95;10,99;Ativo
3216;7891000061190;ACHOCOLATADO NESCAU 200G;4,02;5,99;Ativo
8934;7891000412855;ACHOCOLATADO NESCAU 350G;7,49;9,99;Ativo
7421;7891000394847;ACHOCOLATADO NESCAU 370G;6,69;8,99;Ativo
6663;7898409951848;ACHOCOLATADO OVOMALTINE 190G;8,99;12,69;Ativo
3179;7894321711171;ACHOCOLATADO TODDY 200G;4,49;7,49;Ativo
3653;7892840816650;ACHOCOLATADO TODDY CARAMELO 300G;2,99;4,99;Ativo
5421;7892840819170;ACHOCOLATADO TODDY ORIGINAL 750G;15,17;21,99;Ativo
9551;7894321220529;ACHOCOLATADO TODDY SACHE 700G;12,56;19,99;Ativo
6509;7896894900235;AÇUCA DEMERARA CARAVELAS 1KG;5,19;7,49;Ativo
876;7896894900068;AÇÚCAR CRISTAL COLOMBO 1KG;3,39;4,79;Ativo
8025;7896508200119;ACUCAR DEMERARA ALTO ALEGRE 1KG;4,85;6,79;Ativo
8027;7891910030309;ACUCAR DEMERARA DA BARRA 1KG;4,43;6,49;Ativo
7841;7898206500027;ACUCAR DEMERARA ORGANICO NATIVE 1KG;3,69;5,99;Ativo
9503;7898187830069;AÇUCAR DEMERARA SANTAISABEL 1KG;5,29;7,49;Ativo
2988;7898947566177;ACUCAR ENERGY EX FINO 1KG;3,14;3,59;Ativo
7255;7896894900310;ACUCAR MASCAVO CARAVELAS 1KG;11,89;16,99;Ativo
8993;7896396001041;ACUCAR MASCAVO MINAMEL 1KG;8,69;11,99;Ativo
7355;7898236723397;ACUCAR MASCAVO TOK INSTANTANEO 500G;6,31;8,99;Ativo
5451;7891910030293;AÇUCAR MASCAVO UNIÃO 1KG;13,90;19,99;Ativo
6041;7896109800541;ACUCAR NATURAL DEMERARA GUARANI 1KG;3,99;5,99;Ativo
6040;7896109800459;ACUCAR ORGANICO GUARANI 1KG;3,99;5,99;Ativo
6275;7898206500010;ACUCAR ORGANICO NATIVE 1KG;5,29;7,49;Ativo
10076;7896086421876;ACUCAR PATEKO EXTRA FINO 1K;3,29;4,49;Ativo
1667;7891910000203;AÇUCAR REFIN UNIÃO 1KG;3,29;3,99;Ativo
